item_id,original_name,released,category,candidate,reason,original_description
xcl_family_vulpix_01,Ninetales Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Ninetales family. When kept in the bag, status problems inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_vulpix_02,Vulpix Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Vulpix family. When kept in the bag, the Pokémon will be able to move when asleep."
xcl_family_vulpix_03,Vulpix Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Vulpix family. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_vulpix_04,Vulpix Tag,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Vulpix family. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_vulpix_05,Ninetales Seal,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Ninetales family. 
xcl_family_wailmer_00,Huge Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wailord family. When kept in the bag, the Pokémon gains the Wide Guard status after using a Special move."
xcl_family_wailmer_01,Wailord Hat,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wailord family. When kept in the bag, the Pokémon will step in to take Fire-type attacks for nearby allies."
xcl_family_wailmer_02,Wailmer Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wailmer family. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_wailmer_03,Wailmer Foam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wailmer family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_wailmer_04,Wailmer Jewel,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wailmer family. When kept in the bag, the Pokémon's HP is restored when it eats a food item."
xcl_family_weedle_00,Charge Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Beedrill family. When kept in the bag, it allows Poison-type moves to hit Steel-type Pokémon."
xcl_family_weedle_01,Kakuna Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Kakuna family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_weedle_02,Weedle Horn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weedle family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_weedle_03,Weedle Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weedle family. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_family_weedle_04,Weedle Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weedle family. When kept in the bag, the Pokémon scatters Spikes when hit by a Special attack."
xcl_family_whismur_00,Exploud Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Exploud family. When kept in the bag, some of the Pokémon's moves will break walls."
xcl_family_whismur_01,Loudred Bangle,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Loudred family. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_whismur_02,Whismur Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Whismur family. When kept in the bag, the Pokémon will be able to move when asleep."
xcl_family_whismur_03,Whismur Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Whismur family. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_wimpod_00,Golisopod Blade,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Golisopod family. When kept in the bag, some of the Pokémon's moves will break walls."
xcl_family_wimpod_01,Golisopod Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Golisopod family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_wimpod_02,Wimpod Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wimpod family. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_wimpod_03,Wimpod Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wimpod family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_wimpod_04,Wimpod Dust,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wimpod family. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_wingull_00,Stock Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Pelipper family. When kept in the bag, it inflicts the Cringing status on the attacker when the Pokémon is hit with a Grass-type move."
xcl_family_wingull_01,Pelipper Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Pelipper family. When kept in the bag, the Pokémon's HP is restored when it eats a food item."
xcl_family_wingull_02,Wingull Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wingull family. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_wingull_03,Wingull Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wingull family. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_wobbuffet_00,Suffer Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wobbuffet family. When kept in the bag, it prevents the Pokémon from fainting to Dark-type moves, leaving it with 1 HP."
xcl_family_wobbuffet_01,Wobbuffet Tie,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wobbuffet family. When kept in the bag, it partially reveals the floor's layout the Pokémon reaches a new floor."
xcl_family_wobbuffet_02,Wynaut Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wynaut family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_wobbuffet_03,Wynaut Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wynaut family. When kept in the bag, the effects of wands will fly in an arc when waved by the Pokémon."
xcl_family_wobbuffet_04,Grin Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wynaut family. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_family_wobbuffet_05,Endure Rock,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wobbuffet family. When kept in the bag, the Pokémon will find more Treasure Chests when exploring in dungeons."
xcl_family_woobat_00,Swoobat Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Swoobat family. When kept in the bag, the Pokémon's Special moves inflict the Confused status."
xcl_family_woobat_01,Swoobat Seal,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Swoobat family. When kept in the bag, it changes the Pokémon's regular attack into a short projectile."
xcl_family_woobat_02,Woobat Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Woobat family. When kept in the bag, the category of the Pokémon's regular attack is changed from physical to special."
xcl_family_woobat_03,Woobat Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Woobat family. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_woobat_04,Woobat Heart,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Woobat family. When kept in the bag, it allows the Pokémon to see foes and items in heavy darkness."
xcl_family_woobat_05,Swoobat Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Swoobat family. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_wooper_00,Clodsire Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clodsire family. When kept in the bag, the Pokémon is protected from status conditions when the floor has the Sandstorm status."
xcl_family_wooper_01,Quagsire Tie,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Quagsire family. When kept in the bag, the Pokémon is protected from status conditions when the floor has the Rain status."
xcl_family_wooper_02,Wooper Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wooper family. When kept in the bag, the Pokémon will more easily dodge attacks if its previous move missed."
xcl_family_wooper_03,Wooper Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wooper family. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_wooper_04,Wooper Pebble,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wooper family. When kept in the bag, items thrown by the Pokémon will spread out like a fan."
xcl_family_wurmple_00,Dustox Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Dustox family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_wurmple_01,Vivid Silk,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Beautifly family. When kept in the bag, it prevents the Pokémon from fainting to Rock-type moves, leaving it with 1 HP."
xcl_family_wurmple_02,Cascoon Dust,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cascoon family. When kept in the bag, the Pokémon becomes immune to the Burned status."
xcl_family_wurmple_03,Silcoon Dust,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Silcoon family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_wurmple_04,Wurmple Horn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wurmple family. When kept in the bag, the Pokémon's regular attack will hit the front and sides."
xcl_family_wurmple_05,Wurmple Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wurmple family. When kept in the bag, it raises the critical-hit ratio of not-very-effective hits."
xcl_family_xerneas_00,Life Crown,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xerneas. When kept in the bag, the Pokémon will revive a fallen ally when it reaches a new floor."
xcl_family_xerneas_01,Xerneas Jewel,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xerneas. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
xcl_family_xerneas_02,Xerneas Horn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xerneas. When kept in the bag, the Pokémon will raise the PP usage of opponents that attack it."
xcl_family_xerneas_03,Xerneas Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xerneas. When kept in the bag, the Pokémon is fully healed upon entering a new floor."
xcl_family_xerneas_04,Xerneas Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xerneas. When kept in the bag, the Pokémon becomes immune to the Perish Count status."
xcl_family_xurkitree_00,Ultra Wire,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xurkitree. When kept in the bag, the Pokémon changes the floor to Electric Terrain after using a Special move."
xcl_family_xurkitree_01,Xurkitree Ring,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xurkitree. When kept in the bag, the Pokemon's moves and items that hit in a straight line will pass through walls."
xcl_family_xurkitree_02,Xurkitree Card,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xurkitree. When kept in the bag, the category of the Pokémon's regular attack is changed from physical to special."
xcl_family_xurkitree_03,Xurkitree Branch,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Xurkitree. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_yamask_00,Cofagrigus Mask,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cofagrigus family. When kept in the bag, it allows Ghost-type moves to hit Normal-type Pokémon."
xcl_family_yamask_01,Cofagrigus Seal,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cofagrigus family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_yamask_02,Yamask Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yamask family. When kept in the bag, the Pokémon will more easily dodge attacks if its previous move missed."
xcl_family_yamask_03,Yamask Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yamask family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_yamask_04,Yamask Shard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yamask family. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_yanma_00,Yanmega Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yanmega family. When kept in the bag, it prevents the Pokémon from fainting to Rock-type moves, leaving it with 1 HP."
xcl_family_yanma_01,Yanmega Scope,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yanmega family. When kept in the bag, it changes the Pokémon's regular attack into a dash."
xcl_family_yanma_02,Yanma Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yanma family. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_yanma_03,Yanma Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Yanma family. When kept in the bag, it allows the Pokémon's regular attack to strike twice."
xcl_family_yveltal_00,Oblivion Blade,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Yveltal. When kept in the bag, the Pokémon's Dark-type moves have a chance to inflict the Perish Count status."
xcl_family_yveltal_01,Yveltal Tag,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Yveltal. When kept in the bag, the Pokémon will recover from status effects after defeating an enemy."
xcl_family_yveltal_02,Yveltal Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Yveltal. When kept in the bag, the Pokémon will more easily dodge attacks if its previous move missed."
xcl_family_yveltal_03,Yveltal Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Yveltal. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_yveltal_04,Yveltal Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Yveltal. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_zangoose_00,Strong Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zangoose. When kept in the bag, it reduces damage done by Poison-type attacks."
xcl_family_zangoose_01,Zangoose Armlet,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zangoose. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_zangoose_02,Zangoose Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zangoose. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_zangoose_03,Zangoose Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zangoose. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_zekrom_00,Lightning Band,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zekrom. When kept in the bag, the Pokémon's Dragon-type moves have a chance to inflict the Paralyzed status."
xcl_family_zekrom_01,Ideal Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zekrom. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Electric Terrain status."
xcl_family_zekrom_02,Zekrom Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zekrom. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_zekrom_03,Zekrom Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zekrom. When kept in the bag, the Pokémon cannot have its Special Attack lowered."
xcl_family_zekrom_04,Zekrom Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zekrom. When kept in the bag, the Pokémon becomes immune to the Burned status."
xcl_family_zeraora_00,Zeraora Belt,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zeraora. When kept in the bag, the Pokémon's Fighting-type moves are boosted."
xcl_family_zeraora_01,Zeraora Earring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zeraora. When kept in the bag, the Pokémon is protected from status conditions when the floor has the Electric Terrain status."
xcl_family_zeraora_02,Zeraora Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zeraora. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Paralyzed status."
xcl_family_zeraora_03,Zeraora Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zeraora. When kept in the bag, the Pokémon is more likely to evade attacks from close up."
xcl_family_zigzagoon_00,Linoone Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Linoone family. When kept in the bag, some of the Pokémon's moves will fill water, lava, and pits."
xcl_family_zigzagoon_01,Linoone Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Linoone family. When kept in the bag, it changes the Pokémon's regular attack into a dash."
xcl_family_zigzagoon_02,Zigzagoon Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zigzagoon family. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_zigzagoon_03,Zigzagoon Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zigzagoon family. When kept in the bag, it changes the Pokémon's lunging moves into two weaker strikes."
xcl_family_zorua_00,Zoroark Collar,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zoroark family. When kept in the bag, the Pokémon cannot damage allies with its moves."
xcl_family_zorua_01,Zoroark Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zoroark family. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_zorua_02,Zorua Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zorua family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_zorua_03,Zorua Cape,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zorua family. When kept in the bag, the Pokémon is protected from weather damage."
xcl_family_zorua_04,Zorua Heart,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zorua family. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_zorua_05,Zoroark Claw,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zoroark family. When kept in the bag, the Pokémon's Physical moves may inflict the Confused status."
xcl_family_zubat_00,Slash Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Crobat family. When kept in the bag, it partially reveals the floor's layout the Pokémon reaches a new floor."
xcl_family_zubat_01,Absorb Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Golbat family. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_zubat_02,Zubat Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zubat family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_zubat_03,Zubat Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zubat family. When kept in the bag, it allows the Pokémon's regular attack to strike twice."
xcl_family_zubat_04,Zubat Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Zubat family. When kept in the bag, the Pokémon is more likely to evade attacks from close up."
xcl_family_zubat_05,Golbat Brooch,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Golbat family. 
xcl_family_zygarde_00,Zygarde Collar,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zygarde. When kept in the bag, it allows Dragon-type moves to hit Fairy-type Pokémon."
xcl_family_zygarde_01,Zygarde Robe,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zygarde. When kept in the bag, it allows Ground-type moves to hit Flying-type Pokémon."
xcl_family_zygarde_02,Zygarde Mud,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zygarde. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_zygarde_03,Zygarde Tail,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zygarde. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_zygarde_04,Zygarde Seal,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zygarde. When kept in the bag, the Pokémon is protected from weather damage."
xcl_test_absorption,Absorption Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_test_acutesniffer,AcuteSniffer Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, it reveals the number of items laying on the ground whenever the Pokémon reaches a new floor."
xcl_test_allterrain,AllTerrain Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_test_allyreviver,AllyReviver Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will revive a fallen ally when it reaches a new floor."
xcl_test_allyreviverbattle,AllyReviverBattle Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will revive a fallen ally when it defeats an opponent."
xcl_test_anchor,Anchor Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_test_barrageguard,BarrageGuard Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_test_betterodds,BetterOdds Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_test_celebrate,Celebrate Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_test_celebratestatus,CelebrateStatus Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon gains the Electrified status after defeating an enemy."
xcl_test_chargewalker,ChargeWalker Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will be able to move when charging attacks."
xcl_test_cheekpouch,CheekPouch Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon's HP is restored when it eats a food item."
xcl_test_chestfinder,ChestFinder Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will find more Treasure Chests when exploring in dungeons."
xcl_test_closedodge,CloseDodge Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon is more likely to evade attacks from close up."
xcl_test_clutchperformer,ClutchPerformer Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_test_coinwatcher,CoinWatcher Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will find more \uE024 when exploring in dungeons."
xcl_test_counterbasher,CounterBasher Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_test_deepbreather,DeepBreather Test,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
